Period;Value;HS_Commodity;Trade_Flow;Indicator;Reporter_Country;Partner_Country
Sep 2024;19000;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;Uganda;European Union All Countries
Sep 2024;19000;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;Quantity;Uganda;European Union All Countries
May 2025;19000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Kenya;European Union All Countries
May 2025;19000;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Kenya;European Union All Countries
Jan 2021;19340;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Jan 2021;19340;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Net Weight(Kg);Uganda;SADC
Jan 2021;19340;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Uganda;SADC
Jan 2021;19340;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Uganda;SADC
Feb 2025;19500;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;Uganda;European Union All Countries
Feb 2025;19500;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;Quantity;Uganda;European Union All Countries
Apr 2025;19690;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);DR Congo;SADC
Apr 2025;19690;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);DR Congo;SADC
Jun 2025;19910;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jun 2025;19910;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);DR Congo;SADC
Sep 2022;20000;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Uganda;SADC
Feb 2025;20000;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Uganda;SADC
Oct 2020;20000;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Aug 2025;20000;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Aug 2025;20000;71061000 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Powder;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Oct 2023;20000;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Feb 2025;20000;26 - Ores, slag and ash.;Total Imports;Quantity;Uganda;SADC
Oct 2020;20000;2603 - Copper ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;SADC
Aug 2025;20000;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;United Republic of Tanzania;SADC
Aug 2025;20000;71061000 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Powder;Total Exports;Quantity;United Republic of Tanzania;SADC
Feb 2025;20402;2603 - Copper ores and concentrates.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Aug 2025;20590;2603 - Copper ores and concentrates.;Total Imports;Quantity;DR Congo;European Union All Countries
Jul 2022;20955;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Jul 2022;20955;26 - Ores, slag and ash.;Total Exports;Quantity;United Republic of Tanzania;SADC
Jun 2024;21000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Kenya;European Union All Countries
Jun 2024;21000;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Kenya;European Union All Countries
Apr 2024;21451;2609 - Tin ores and concentrates.;Total Exports;Net Weight(Kg);Rwanda;SADC
Jul 2025;21500;2609 - Tin ores and concentrates.;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Apr 2024;21501;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Rwanda;SADC
Jan 2020;21527;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Rwanda;SADC
Jan 2020;21527;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Rwanda;SADC
Sep 2023;21567;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Oct 2024;22320;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Oct 2024;22320;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Jan 2025;22330;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jan 2025;22330;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);DR Congo;SADC
Feb 2023;22657;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Feb 2023;22657;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Mar 2020;22750;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);Kenya;SADC
Mar 2020;22750;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;Net Weight(Kg);Kenya;SADC
Jul 2024;22870;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jul 2024;22870;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jul 2025;22900;2603 - Copper ores and concentrates.;Total Imports;Quantity;DR Congo;SADC
Dec 2022;22939;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Dec 2022;22939;2604 - Nickel ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Jun 2023;22980;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Dec 2020;23190;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Net Weight(Kg);Uganda;SADC
Jul 2025;23300;26 - Ores, slag and ash.;Total Imports;Quantity;DR Congo;SADC
Aug 2021;23546;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;DR Congo;ASEAN
Aug 2021;23546;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Quantity;DR Congo;ASEAN
Feb 2022;23700;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Dec 2024;24450;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Dec 2024;24450;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Sep 2022;25123;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Sep 2021;25180;2504 - Natural graphite.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Sep 2021;25180;2504 - Natural graphite.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Aug 2023;25560;2609 - Tin ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Sep 2022;25723;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Jun 2023;26050;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
Feb 2025;26290;2603 - Copper ores and concentrates.;Total Imports;Net Weight(Kg);United Republic of Tanzania;SADC
Feb 2025;26290;2603 - Copper ores and concentrates.;Total Imports;Quantity;United Republic of Tanzania;SADC
Jun 2023;26540;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Aug 2023;26590;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Apr 2024;26730;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Apr 2024;26730;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Mar 2023;26800;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Uganda;SADC
Mar 2023;26800;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Uganda;SADC
Jul 2024;27301;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);Kenya;SADC
Jul 2024;27301;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;Net Weight(Kg);Kenya;SADC
Dec 2022;28884;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
May 2022;29000;2604 - Nickel ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Nov 2020;29030;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);Kenya;SADC
Nov 2020;29030;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;Net Weight(Kg);Kenya;SADC
Feb 2024;29250;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Feb 2024;29250;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);Uganda;SADC
Dec 2022;29484;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Jul 2020;29787;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Uganda;SADC
Nov 2021;29925;2504 - Natural graphite.;Total Imports;CIF Value (US$);Uganda;European Union All Countries
Jun 2025;30000;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Kenya;European Union All Countries
Jun 2025;30000;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Quantity;Kenya;European Union All Countries
Sep 2022;30317;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;DR Congo;European Union All Countries
Sep 2022;30317;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Quantity;DR Congo;European Union All Countries
Jan 2021;30530;7111 - Base metals, silver or gold,clad with platinum, not further worked than semi-manufactured.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Feb 2023;31128;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);United Republic of Tanzania;ASEAN
